"longitude","latitude","address","objectid","facilityid","neighborhood","ward"
-77.047123923214,38.9073013436848,"2101 N ST NW",49842,"16318-210-3005-0118-000","Dupont Circle",2
-77.0530612444816,38.9156392169482,"2409 CALIFORNIA ST NW",49863,"11989-240-3005-0129-000","Sheridan-Kalorama",2
-77.0546657142051,38.9155302337242,"OPP 2441 CALIFORNIA ST NW",49946,"11989-240-3001-0586-000","Sheridan-Kalorama",2
-77.0105693904326,38.8776556055854,"1000 HALF ST SW",50047,"40005-100-3001-0277-000","Southwest Waterfront",6
-77.0458479726109,38.9126680098897,"2009 R ST NW",50128,"17416-205-3005-0135-000","Dupont Circle",2
-76.9995837725986,38.8815830855257,"545 5TH ST SE",50179,"30050-060-3005-0412-000","Capitol Hill",6
-77.0011392810601,38.8793408358761,"322  I ST SE",50214,"34777-030-3001-0294-000","Near South East",6
-77.049291458085,38.9182669781932,"2125 KALORAMA RD NW",50260,"15115-210-3005-0345-000","Sheridan-Kalorama",2
-77.0014361581362,38.8812287545154,"OPP 314 G ST SE",50273,"33861-030-3005-0156-000","Capitol Hill",6
-76.9920380233646,38.8813302987471,"1016 G ST SE",50321,"33861-100-3001-0156-000","Capitol Hill",6
-77.0413498169746,38.9215078485951,"2358 CHAMPLAIN ST NW",50330,"12184-230-3001-0619-000","Reed-Cooke",1
-77.0614307165001,38.9745542758283,"6419 32ND ST NW",50349,"10320-640-3005-0265-000","Barnaby Woods",4
-76.9940264014939,38.8769326567558,"800 blk POTOMAC AVE SE",50356,"37189-080-3001-0413-000","Near South East",6
-77.0530424057234,38.9805695007134,"3040 DOGWOOD ST NW",50383,"99999-999-9999-9566-","Hawthorne",4
-77.057220081573,38.9729038229435,"2979 TENNYSON ST NW",50399,"99999-999-9999-9773-","Barnaby Woods",4
-77.0098638536192,38.8765977419846,"UNIT BLK M ST SW",50417,"45785-000-3005-0218-000","Southwest Waterfront",6
-77.0593144669102,38.9758864622695,"6644 32ND ST NW",50446,"10320-650-3001-0566-000","Barnaby Woods",4
-77.0646134959471,38.9750103850074,"3260 VAN HAZEN ST NW",50460,"18885-320-3001-0430-000","Barnaby Woods",4
-77.0559519294191,38.982613995513,"6949 32ND ST NW",50471,"10320-697-3005-0284-000","Hawthorne",4
-77.0045160966869,38.8771948701151,"1100 BLK NEW JERSEY AVE SE",50486,"36428-110-3005-0122-000","Near South East",6
-76.991624312917,38.8752629564277,"1200 BLK 11TH ST SE",50506,"30110-120-3005-0476-000","Navy Yard",6
-77.0664461232557,38.9750292514495,"6424 33RD ST NW",50529,"10330-640-3001-0356-000","Chevy Chase",4
-77.0605385435687,38.9736484920142,"OPP 6327 31ST PL NW",50543,"10313-640-3001-0031-000","Barnaby Woods",4
-77.0635408306781,38.9689483343498,"3146 QUESADA ST NW",50551,"17384-310-3001-0137-000","Chevy Chase",4
-77.0676551489676,38.9649584687052,"3333 MCKINLEY ST NW",50570,"16012-330-3005-0353-000","Chevy Chase",4
-77.0577768247854,38.9666812042104,"3857 NORTHAMPTON ST NW",50604,"99999-999-9999-1148-7","Chevy Chase",4
-77.0613668537963,38.9675701309482,"3124 PATTERSON ST NW",50618,"99999-999-9999-1160-8","Chevy Chase",4
-77.0571278365928,38.9680488748275,"5743 MORELAND ST NW",50624,"16181-570-3005-0330-000","Chevy Chase",4
-77.0616378628668,38.9697164609499,"opp 2929 RITTENHOUSE ST NW",50640,"17624-280-3001-0871-000","Chevy Chase",4
-77.0689858854223,38.9696086211182,"6010 34TH PL NW",50644,"10343-355-3001-0138-000","Chevy Chase",4
-77.0548027347191,38.9696877249443,"2600 BLK RITTENHOUSE ST NW",50645,NA,"Chevy Chase",4
-77.0705066966852,38.9697179198084,"3508 RITTENHOUSE ST NW",50652,"17624-350-3001-0091-000","Chevy Chase",3
-77.0665528170859,38.9712293592287,"OPP 3301 STEPHENSON PL NW",50677,"18281-330-3001-0048-000","Chevy Chase",4
-77.059637001225,38.9727953838859,"3030 TENNYSON ST NW",50687,"99999-999-9999-1046-4","Chevy Chase",4
-77.0683891291542,38.9659088345448,"5701 BROAD BRANCH RD NW",50696,"11781-570-3005-0021-000","Chevy Chase",4
-77.0572255386605,38.9683551071177,"5739 MORELAND ST NW",50706,"16181-590-3005-0114-000","Chevy Chase",4
-77.065292870768,38.9697163431754,"3224 RITTENHOUSE ST NW",50709,"17624-320-3001-0384-000","Chevy Chase",4
-77.066098655674,38.9666757120095,"3230 OLIVER ST NW",50711,"16714-320-3001-0616-000","Chevy Chase",4
-77.058581830385,38.968370179248,"5860 NEBRASKA AVE NW",50726,"16376-590-3001-0806-000","Chevy Chase",4
-77.0589967610922,38.96971134858,"2812 RITTENHOUSE ST NW",50736,"17624-280-3001-0134-000","Chevy Chase",4
-77.0792712349518,38.958992066699,"3916 JENIFER ST NW",50750,"14998-395-3001-0313-000","Friendship Heights",3
-77.0803544374078,38.9646524105467,"OPP 5545 41ST ST NW",50775,"10410-555-3001-0234-000","Chevy Chase",3
-77.0797658647207,38.9576579440971,"3932 HUNTINGTON ST NW",50788,"14745-390-3001-0751-000","Friendship Heights",3
-77.0777019282408,38.9657777456986,"3904 NORTHAMPTON ST NW",50796,"16526-390-3001-0134-000","Chevy Chase",3
-77.0791314352103,38.9590778808659,"3921 JENIFER ST NW",50839,"14998-395-3005-0238-000","Friendship Heights",3
-77.0768837341712,38.9590759808721,"3821 JENIFER ST NW",50863,"14998-380-3005-0651-000","Chevy Chase",3
-77.0837015034778,38.9585764400107,"5241 43RD ST NW",50879,"10430-520-3005-0196-000","Friendship Heights",3
-77.074419183556,38.9649581595557,"3759 MCKINLEY ST NW",50889,"16012-370-3005-0803-000","Chevy Chase",3
-77.077325416569,38.9590785262615,"3901 JENIFER ST NW",50905,"14998-390-3005-0037-000","Chevy Chase",3
-77.0709899986207,38.9611409322646,"5400 CHEVY CHASE PKWY NW",50911,"12294-540-3001-0035-000","Chevy Chase",3
-77.0760040199772,38.95832438748,"3822 INGOMAR ST NW",50916,"14836-380-3001-0400-000","Chevy Chase",3
-77.0803594593823,38.9635223292479,"5500 41ST ST NW",50927,"10410-550-3001-0154-000","Chevy Chase",3
-77.0984238849622,38.9487553363061,"4940 BUTTERWORTH PL NW",50962,"11969-490-3001-0470-000","American University Park",3
-77.0907937579284,38.9532686333966,"4600 ELLICOTT ST NW",50963,"13276-460-3001-0052-000","American University Park",3
-77.0983884205556,38.9479673503478,"4939 ALBEMARLE ST NW",50990,"10949-490-3005-0459-000","American University Park",3
-77.0721898993216,38.952159586596,"3712 DAVENPORT ST NW",50991,"12749-370-3005-0189-000","Wakefield",3
-77.0596689274646,38.9741918520538,"6351 31ST PL NW",50448,"10313-640-3005-0346-000","Barnaby Woods",4
-77.0628082247543,38.972792715294,"3154 TENNYSON ST NW",50537,"18528-315-3001-0351-000","Chevy Chase",4
-77.0757356084657,38.9546372838951,"3824 FESSENDEN ST NW",51053,"13555-380-3001-0323-000","Tenleytown",3
-77.0823215932226,38.9510988128257,"4207 CHESAPEAKE ST NW",51075,"12255-420-3005-0080-000","Tenleytown",3
-77.089456614353,38.9521595449706,"4513 DAVENPORT ST NW",51090,"12749-450-3005-0210-000","American University Park",3
-77.0752389525345,38.9524058860681,"3815 FORT DR NW",51093,"13705-480-3001-0361-000","Tenleytown",3
-77.0726927178849,38.9534914457676,"opp 4813 NEBRASKA AVE NW",51094,"16376-483-3001-0486-000","Tenleytown",3
-77.0984541666119,38.947854722564,"4926 ALBEMARLE ST NW",51097,"10949-490-3001-0461","American University Park",3
-77.0885710390293,38.953161181883,"4825 45TH ST NW",51105,"10450-480-3005-0380-000","American University Park",3
-77.0881456133956,38.9546614628946,"4436 FESSENDEN ST NW",51107,"13555-440-3001-0529-000","American University Park",3
-77.0932424860292,38.9510971288031,"4711 CHESAPEAKE ST NW",51124,"12255-470-3005-0162-000","American University Park",3
-77.07398852524,38.9546521199705,"OPP 3737 FESSENDEN ST NW",51129,"13555-377-3001-0218-000","Tenleytown",3
-77.0894811414998,38.9478610281284,"4522 ALBEMARLE ST NW",51135,"10949-450-3001-0225-000","American University Park",3
-77.0970025461486,38.9497558566519,"4901 BRANDYWINE ST NW",51139,"11748-490-3005-0069-000","American University Park",3
-77.0963570629126,38.9479645065162,"4851 ALBEMARLE ST NW",51141,"10949-480-3005-0539-000","American University Park",3
-77.0885732411643,38.947437344888,"4427 45TH ST NW",51162,"10450-445-3005-0108-000","American University Park",3
-77.0923024320906,38.9471527136922,"4645 ALTON PL NW",51174,"11007-460-3005-0480-000","American University Park",3
-77.0927782840387,38.9471579854804,"4701 ALTON PL NW",51185,"11007-470-3005-0045-000","American University Park",3
-77.0784478510222,38.9501303562607,"5300 FORT DR NW",51191,"13705-464-3005-0094-000","Tenleytown",3
-77.0791632926107,38.9506735927201,"4000 CHESAPEAKE ST NW",51193,"12255-400-3001-0120-000","Tenleytown",3
-77.0864208841823,38.9496544304622,"4400 BRANDYWINE ST NW",51195,"11748-440-3001-0043-000","American University Park",3
-77.0953913011337,38.9479751514694,"4817 ALBEMARLE ST NW",51214,"10949-480-3005-0273-000","American University Park",3
-77.0989026988603,38.9497585720064,"4953 BRANDYWINE ST NW",51223,"11748-490-3005-0609-000","American University Park",3
-77.0751760381003,38.9497436989446,"3805 BRANDYWINE ST NW",51260,"11748-380-3005-0148-000","Wakefield",3
-77.0723718407728,38.9492550063723,"4534 RENO RD NW",51269,"17527-455-3001-0181-000","Wakefield",3
-77.0973593552037,38.9496469337821,"4910 BRANDYWINE ST NW",51304,"11748-490-3001-0170-000","American University Park",3
-77.0929499094673,38.9471588381802,"4705 ALTON PL NW",51316,"11007-470-3005-0093-000","American University Park",3
-77.0788213688598,38.9452684921256,"4300 blk 40TH ST NW/warren",51337,"10400-430-3001-0174-000","Tenleytown",3
-77.0805960205864,38.9447400679879,"4106 WARREN ST NW",51340,"19119-410-3001-0126-000","Tenleytown",3
-77.0932594437521,38.9422745154051,"4715 UPTON ST NW",51358,"18807-470-3005-0181-000","Spring Valley",3
-77.1024050617081,38.9378655712904,"5105 ROCKWOOD PKWY NW",51403,"17683-510-3005-0066-000","Spring Valley",3
-77.1016002626296,38.9392443462384,"5145 TILDEN ST NW",51410,"18612-520-3005-0182-000","Spring Valley",3
-77.0876386605066,38.9390845701612,"4400 MASSACHUSETTS AVE NW",51463,"15960-419-3001-0519-000","American University",3
-77.0900587241108,38.9344763245923,"4646 ROCKWOOD PKWY NW",51625,"17683-460-3001-0253-000","Spring Valley",3
-77.0944710505344,38.9353971349198,"4845 GLENBROOK RD NW",51651,"14049-483-3005-0732-000","Spring Valley",3
-77.098607929717,38.9359026810888,"4918 GLENBROOK RD NW",51700,"14049-490-3001-0751-000","Spring Valley",3
-77.1074124888361,38.935067729463,"5181 WATSON ST NW",51702,"19171-520-3005-0401-000","Kent",3
-77.1092390790038,38.9347613713011,"5244 WATSON ST NW",51704,"19171-520-3001-0918-000","Kent",3
-77.1078904276031,38.9343410633913,"5241 PARTRIDGE LN NW",51707,"16935-520-3005-0487-000","Kent",3
-77.0700154114005,38.9648655715246,"3514 MCKINLEY ST NW",51738,"16012-340-3001-0570-000","Chevy Chase",3
-77.0666013124673,38.9639639431011,"3322 MORRISON ST NW",51765,"16214-330-3001-0037-000","Chevy Chase",4
-77.0660591931517,38.9606703254759,"5357 BROAD BRANCH RD NW",51786,"11781-530-3005-0315-000","Chevy Chase",4
-77.099559001812,38.9273074740163,"4948 ESKRIDGE TER NW",51805,NA,"Kent",3
-77.0568851039796,38.9643738821704,"5505 UTAH AVE NW",51820,"18833-550-3005-0248-000","Chevy Chase",4
-77.0636067993214,38.9635776611082,"5481 31ST ST NW",51873,"10310-543-3005-0426-000","Chevy Chase",4
-77.0580875123421,38.9633281929333,"opp 2830 NEWLANDS ST NW",51884,"16435-270-3005-0539-000","Chevy Chase",4
-77.0609002354897,38.9648614020202,"2946 MCKINLEY ST NW",51899,"16012-295-3001-0444-000","Chevy Chase",4
-77.0622632441513,38.9654445759689,"OPP 5622 NEBRASKA AVE NW",51914,"16376-560-3005-0213-000","Chevy Chase",4
-77.0708125819555,38.9589830017828,"3712 JENIFER ST NW",51920,"14998-370-3001-0222-000","Chevy Chase",3
-77.0713777730208,38.9609828971323,"3704 MILITARY RD NW",51923,"16064-370-3001-0143-000","Chevy Chase",3
-77.0672448819917,38.9570229621345,"5148 LINNEAN TER NW",51935,"15603-511-3001-0213-000","Forest Hills",3
-77.0688025139936,38.9547472443328,"3417 FESSENDEN ST NW",51956,"13555-340-3005-0324-000","Forest Hills",3
-77.073751396383,38.9609752444808,"3732 MILITARY RD NW",51985,"16064-375-3001-0087-000","Chevy Chase",3
-77.0652343609232,38.9529274849027,"4812 32ND ST NW",52004,"10320-480-3001-0389-000","Forest Hills",3
-77.063732906135,38.9532683055407,"3102 ELLICOTT ST NW",52009,"13276-307-3001-0342-000","Forest Hills",3
-77.0743272216512,38.9602872961926,"3756 KANAWHA ST NW",52024,"15122-375-3001-0381-000","Chevy Chase",3
-77.0690357104435,38.9584049028779,"3619 INGOMAR PL NW",52042,"14829-360-3005-0167-000","Chevy Chase",3
-77.0654054343754,38.9586118090151,"5300 NEVADA AVE NW",52044,"16402-530-3005-0087-000","Chevy Chase",3
-77.0653345494064,38.954487441358,"3201 FESSENDEN ST NW",52049,"13555-320-3005-0088-000","Forest Hills",3
-77.0679041619222,38.9610800693777,"3337 MILITARY RD NW",52056,"16064-335-3005-0473-000","Chevy Chase",3
-77.0652320337178,38.9536133493524,"4900 32ND ST NW",52074,"10320-490-3001-0111-000","Forest Hills",3
-77.0672092705629,38.954742666402,"3315 FESSENDEN ST NW",52077,"13555-323-3005-0447-000","Forest Hills",3
-77.0739876888997,38.9576536752193,"3744 HUNTINGTON ST NW",52091,"14745-370-3001-0737-000","Chevy Chase",3
-77.0805990682977,38.9448517706853,"4105 WARREN ST NW",52128,"19119-410-3005-0159-000","Tenleytown",3
-77.0890957442575,38.9324745178397,"4505 LOWELL ST NW",52129,"15733-450-3005-0129-000","Wesley Heights",3
-77.0818362196789,38.9266993117932,"2801 NEW MEXICO AVE NW",52130,"16441-280-3005-0262-000","Glover-Archbold Parkway",3
-77.0929797542317,38.9275844035146,"4668 GARFIELD ST NW",52152,"13952-460-3001-0783-000","Wesley Heights",3
-77.0808967783704,38.9448419069972,"4109 WARREN ST NW",52153,"19119-410-3005-0220-000","Tenleytown",3
-77.0797676751676,38.9300416969835,"4101 CATHEDRAL AVE NW",52191,"12099-400-3005-0361-000","Cathedral Heights",3
-77.0887895669791,38.928931577249,"4501 HAWTHORNE ST NW",52192,"14400-450-3005-0042-000","Wesley Heights",3
-77.0836481382329,38.9448850713824,"4200 BLK WARREN ST NW",52232,"19119-422-3005-0311-000","American University Park",3
-77.0880204086782,38.9324746981653,"4437 LOWELL ST NW",52239,"15733-440-3005-0512-000","Wesley Heights",3
-77.0821775635693,38.927300240225,"2801 NEW MEXICO AVE NW",52246,"16441-280-3005-0521-000","Glover-Archbold Parkway",3
-77.0934981593148,38.9275119916831,"4676 GARFIELD ST NW",52256,"13952-460-3001-0933-000","Wesley Heights",3
-77.0968371347001,38.9186906212699,"2116 49TH ST NW",52324,"10490-210-3001-0197-000","Berkley/Foxhall Crescents",3
-77.0917737244944,38.9132752066561,"4714 MACARTHUR BLVD NW",52329,"15791-460-3001-1401-003","Palisades",3
-77.0929700324629,38.9149035620931,"4765 MACARTHUR BLVD NW",52334,"15791-470-3005-0958-000","Palisades",3
-77.0925773144559,38.9252488073357,"4811 DEXTER TER NW",52339,"12931-480-3005-0230-000","Berkley/Foxhall Crescents",3
-77.0913347189587,38.9127980608735,"4700 MACARTHUR BLVD NW",52350,"15791-470-3001-0058-000","Palisades",3
-77.0911754428994,38.9126447643783,"4644 MACARTHUR BLVD NW",52354,"15791-460-3001-1148-000","Palisades",3
-77.0952271035929,38.9181991021738,"4815 V ST NW",52370,"18846-480-3005-0249-000","Berkley/Foxhall Crescents",3
-77.0955770212555,38.9166190377349,"4859 MACARTHUR BLVD NW",52378,"15791-485-3005-0438-000","Berkley/Foxhall Crescents",3
-77.0922587853237,38.9211897196371,"2242 46TH ST NW",52381,"10460-230-3001-0321-000","Berkley/Foxhall Crescents",3
-77.0840801747381,38.9125333994456,"4463 RESERVOIR RD NW",52466,"17533-445-3005-0407-000","Colony Hill",3
-77.0924015198152,38.9139637108547,"4738 MACARTHUR BLVD NW",52480,"15791-470-3001-0578-000","Palisades",3
-77.1006211622924,38.9221756560466,"4933 SHERIER PL NW",52497,"18021-490-3005-0403-000","Palisades",3
-76.9855770588908,38.8814346835082,"0 14TH ST SE",52501,"30140-050-3005-0499-000","Capitol Hill",6
-77.0380265288929,38.918169662935,"1641 V ST NW",52632,"18846-160-3005-0433-000","Strivers Section",1
-77.0828420217621,38.9115387055732,"4430 GREENWICH PKWY NW",52646,"14199-440-3001-0441-000","Foxhall Village",3
-77.0430654037794,38.9111821292464,"1823 Q ST NW",52729,"17286-185-3005-0274-000","Dupont Circle",2
-77.0380063790213,38.9072994684107,"1600 N ST NW",52748,"16318-165-3005-0105-000","Dupont Circle",2
-77.0421423401508,38.90641688894,"1802 JEFFERSON PL NW",52760,"14985-180-3001-0156-000","Dupont Circle",2
-77.0464428625507,38.9038169322908,"2055 L ST NW",52834,"15349-200-3005-0420-000","Downtown",2
-77.0499229585747,38.9104111292779,"1500 blk of 23RD ST NW",52839,"10230-155-3005-0270-000","Sheridan-Kalorama",2
-77.0456005398518,38.9038193753832,"2021  L ST NW",52878,"15349-200-3005-0178-000","Downtown",2
-77.0426215898902,38.9890690182082,"1859 REDWOOD TER NW",52907,"17494-180-3005-0816-000","North Portal Estates",4
-77.0403053485583,38.9895038380942,"1715 NORTH PORTAL DR NW",52942,"16558-170-3005-0130-000","North Portal Estates",4
-77.0402145889567,38.9895637486066,"1715 NORTH PORTAL DR NW",52946,"16558-170-3005-0096-000","North Portal Estates",4
-76.9921046656757,38.8812182613826,"OPP 1012 G ST SE",52968,"33861-100-3005-0141-000","Capitol Hill",6
-77.0450852217703,38.9885486713587,"1919 YORKTOWN RD NW",53043,"99999-999-9999-3268-3","Rock Creek Gardens",4
-77.0428696014629,38.988630248785,"1815 EAST BEACH DR NW",53050,"13185-805-3005-0254-000","North Portal Estates",4
-77.0414741451304,38.9943700481262,"1735 TAMARACK ST NW",53065,"99999-999-9999-3245-5","North Portal Estates",4
-77.0468895875336,38.9871985740825,"8001 PARKSIDE LN NW",53068,"16922-800-3005-0094-000","Rock Creek Gardens",4
-77.002891710825,38.8791213480275,"908 2ND ST SE",53083,"30020-130-3001-0062-000","Near South East",6
-77.0246110838147,38.982676068471,"800 blk JUNIPER ST NW",53085,"15070-080-3001-0042-000","Takoma",4
-77.0414656779831,38.9871822532502,"1745 POPLAR LN NW",53086,"17137-170-3005-0575-000","Colonial Village",4
-77.0324389558325,38.9822383865953,"1356 IRIS ST NW",53087,"14862-135-3001-0263-000","Shepherd Park",4
-77.0364538057548,38.9827917439792,"7608 16TH ST NW",53168,"10160-765-3001-0182-000","Colonial Village",4
-77.0428471203419,38.9850603791774,"7900 WEST BEACH DR NW",53174,"19243-790-3001-0037-000","Rock Creek Gardens",4
-77.0364383090141,38.9861995567879,"7812 16TH ST NW",53189,"10160-785-3001-0170-000","Colonial Village",4
-77.0401643438235,38.9872553356567,"1700 POPLAR LN NW",53202,"17137-170-3001-0158-000","Colonial Village",4
-77.0245177955232,38.9820957887262,"7558 8TH ST NW",53211,"10080-750-3001-0210-000","Takoma",4
-77.0248808068023,38.9831256593841,"7710 EASTERN AVE NW",53214,"13198-760-3001-0209-000","Takoma",4
-77.0358782002905,38.9862910789764,"opp 1561 LOCUST RD NW",53234,"15642-140-3001-0705-000","Shepherd Park",4
-77.0401937506237,38.9886781526487,"1700 PORTAL DR NW",53236,"17156-180-3001-0108-000","Colonial Village",4
-77.0346269175448,38.9804371779609,"1421 HOLLY ST NW",53248,"14608-140-3005-0344-000","Shepherd Park",4
-77.0299202357261,38.9870623244293,"8008 EASTERN AVE NW",53250,"13198-790-3001-0080-000","Shepherd Park",4
-77.0340108131627,38.9823406899576,"1401 IRIS ST NW",53269,"14862-140-3005-0148-000","Shepherd Park",4
-77.0327708752591,38.9814052484968,"1335 HEMLOCK ST NW",53270,"14420-137-3005-0579-000","Shepherd Park",4
-77.0225988388384,38.97230378223,"610 ASPEN ST NW",53302,"11157-060-3001-0324-000","Takoma",4
-77.0330709681089,38.9793469648065,"1362 GERANIUM ST NW",53355,"14017-135-3001-0438-000","Shepherd Park",4
-77.0182565944924,38.9723065113777,"400 ASPEN ST NW",53388,"11157-040-3001-0040-000","Takoma",4
-77.0362654553985,38.9725753752714,"6800 16TH ST NW",53394,"10160-680-3005-0091-000","Walter Reed Medical Center",4
-77.0218935410654,38.9745141056807,"7000 PINEY BRANCH RD NW",53408,"17052-695-3005-0076-000","Takoma",4
-77.0270863823505,38.9779408732632,"OPP1113 FERN ST NW",53414,"13542-110-3001-0185-000","Shepherd Park",4
-77.0131124385646,38.9729138497418,"6731 2ND ST NW",53418,"10020-680-3005-0335-000","Takoma",4
-77.0257970032297,38.975860829019,"900 blk DAHLIA ST NW",53462,"12704-090-3005-0042-000","Takoma",4
-77.0194312547298,38.9736998381522,"437 BUTTERNUT ST NW",53466,"11963-040-3005-0397-000","Takoma",4
-77.030779576927,38.96988306217,"1324 VAN BUREN ST NW",53478,"18879-130-3001-0288-000","Brightwood",4
-77.0297619295134,38.971730448435,"6658 13TH ST NW",53497,"10130-660-3001-0654-000","Brightwood",4
-77.0219683548536,38.9672443672984,"618 TUCKERMAN ST NW",53508,"18684-050-3001-0591-000","Brightwood",4
-77.0139661055059,38.9679538961311,"opp 6416 BLAIR RD NW",53532,"11638-640-3005-0261-000","Manor Park",4
-77.008276991456,38.9681679350015,"unit blk UNDERWOOD ST NE",53534,"28742-000-3005-0200-000","Lamond Riggs",4
-77.0155938091564,38.9708638898072,"6642 BLAIR RD NW",53564,"11638-660-3001-0358-000","Takoma",4
-77.0162743943031,38.9665910746616,"opp 6303 3RD ST NW",53570,"10030-630-3001-0147-000","Manor Park",4
-77.0242733628886,38.9674744663832,"6400 8TH ST NW",53574,"10080-640-3001-0049-000","Brightwood",4
-77.0297919626644,38.9702043068885,"OPP 6601 13TH ST NW",53599,"10130-660-3001-0085-000","Brightwood",4
-77.0269734284518,38.9672465572989,"900 TUCKERMAN ST NW",53611,"18684-090-3001-0273-000","Brightwood",4
-77.0078777884493,38.968151126824,"unit blk UNDERWOOD ST NE",53648,"28742-000-3005-0332-000","Lamond Riggs",4
-77.0317170736269,38.9675459380802,"1354 TUCKERMAN ST NW",53665,"18684-130-3001-0553-000","Brightwood",4
-77.0350711092108,38.9640000315963,"1445 ROCK CREEK FORD RD NW",53675,"17676-140-3005-0551-000","Brightwood",4
-77.0259060257754,38.9651573074722,"6200 blk 9TH ST NW",53676,"10090-620-3005-0057-000","Brightwood",4
-77.0148520034021,38.9619040616029,"5917 2ND PL NW",53691,"10023-590-3005-0211-000","Manor Park",4
-77.0364925574498,38.9618360673497,"5914 16TH ST NW",53702,"10160-585-3001-0333-000","16th Street Heights",4
-77.0173952928012,38.9660930667831,"326 SHERIDAN ST NW",53716,"17988-030-3001-0348-000","Manor Park",4
-77.024336836102,38.9643302928888,"800 QUINTANA PL NW",53724,"17410-080-3001-0022-000","Brightwood",4
-77.0259038235096,38.9640578790689,"6100 blk 9TH ST NW",53728,"10090-610-3005-0088-000","Brightwood",4
-77.0028360189128,38.9624112188042,"5900 BLK 3RD ST NE",53757,"20030-595-3001-0136-000","Riggs Park",4
-77.0259033160991,38.9666307196633,"6311 9TH ST NW",53771,"10090-630-3005-0171-000","Brightwood",4
-77.0301835709293,38.9668075907626,"1308 SOMERSET PL NW",53778,"18099-130-3001-0139-000","Brightwood",4
-77.0166713743269,38.964910417419,"304 RITTENHOUSE ST NW",53795,"17624-030-3001-0130-000","Manor Park",4
-77.0198343087902,38.9658092002879,"opp 6216 5TH ST NW",53838,"10050-620-3005-0299-000","Manor Park",4
-77.0319665136226,38.964326549003,"1337 FORT STEVENS DR NW",53841,"13757-120-3005-0521-000","Brightwood",4
-77.0353060493686,38.9645368190312,"1400 BLK FORT STEVENS DR NW",53851,"13757-140-3005-0575-000","Brightwood",4
-77.0273005984779,38.9638384400113,"900 blk QUACKENBOS ST NW",53853,"17293-090-3005-0368-000","Brightwood",4
-76.9990287465252,38.9622172901268,"5900 blk 6TH ST NE",53876,"20060-590-3005-0058-000","Riggs Park",4
-77.0376246588602,38.9593546935252,"1625 MONTAGUE ST NW",53904,"16149-160-3005-0349-000","16th Street Heights",4
-77.0006195887132,38.9627522983245,"410 PEABODY ST NE",53953,"26968-030-3001-0605-000","Riggs Park",4
-77.0280359979273,38.9623911417445,"5936 GEORGIA AVE NW",53967,"14004-597-3001-0334-000","Brightwood",4
-77.0051806549262,38.9619208537472,"0 NEW HAMPSHIRE AVE NE",53970,"26422-580-3005-0214-000","Riggs Park",4
-77.0296150935512,38.9610244533813,"5800 blk 13TH ST NW",53981,"10130-580-3005-0273-000","16th Street Heights",4
-77.0230896135514,38.9699809683183,"711 VAN BUREN ST NW",53555,"18879-070-3005-0168-000","Takoma",4
-76.9948885741877,38.9585954405524,"5820 8TH ST NE",54013,"20080-560-3001-0210-000","Riggs Park",4
-77.0260343617501,38.9611198922509,"5818 9TH ST NW",54037,"10090-580-3001-0267-000","Brightwood",4
-77.0280220010353,38.9625575164637,"5948 GEORGIA AVE NW",54058,"14004-597-3001-0396-000","Brightwood",4
-77.0364944884108,38.9578615943883,"5600 16TH ST NW",54071,"10160-560-3001-0136-000","16th Street Heights",4
-77.0211066077916,38.9589845210848,"5700 BLK 6TH ST NW",54072,"10060-570-3005-0069-000","Brightwood",4
-77.0151381414864,38.9579865142645,"5600 blk 2ND PL NW",54077,"10023-560-3005-0102-000","Manor Park",4
-77.0364943253948,38.9582476831026,"5604 16TH ST NW",54116,"10160-560-3001-0278-000","16th Street Heights",4
-77.0302037671567,38.9584099614472,"1303 MADISON ST NW",54119,"15837-130-3005-0144-000","16th Street Heights",4
-77.0211865529032,38.957441559984,"opp 607 LONGFELLOW ST NW",54149,"15681-050-3001-0342-000","Brightwood Park",4
-77.0310724400588,38.9592429734584,"opp 1339 MONTAGUE ST NW",54159,"16149-130-3001-0066-000","16th Street Heights",4
-77.0365007809387,38.9567720147832,"5500 16TH ST NW",54164,"10160-555-3001-0089-000","16th Street Heights",4
-76.9941998731731,38.9591603952888,"5730 EASTERN AVE NE",54231,"23198-570-3001-0588-000","Riggs Park",4
-77.0364998268017,38.9577240980873,"5600 16TH ST NW",54239,"10160-560-3001-0132-000","16th Street Heights",4
-76.9919973873038,38.9536610524476,"1000 blk GALLOWAY ST NE/8th St",54259,"23926-080-3001-0441-000","Riggs Park",5
-77.0257850693079,38.9554222912668,"5402 9TH ST NW",54264,"10090-540-3001-0060-000","Petworth",4
-76.9987566659313,38.9535863870127,"400 blk HAMILTON ST NE",54270,"24290-040-3001-0286-000","Fort Totten",5
-77.0016957156438,38.955014473489,"300 blk KENNEDY ST NE",54291,"25206-030-3001-0176-000","Fort Totten",5
-77.0339894147374,38.9555012310619,"5404 COLORADO AVE NW",54322,"12450-530-3001-0581-000","16th Street Heights",4
-76.9934664529582,38.9555232798998,"5241 CHILLUM PL NE",54340,"22333-540-3005-0510-000","Riggs Park",5
-77.0363090589561,38.9538618896528,"5313 16TH ST NW",54349,"10160-520-3005-0518-000","16th Street Heights",4
-77.0363049889705,38.955932552368,"5413 16TH ST NW(IFO 1ST PRESBITERIAN CHURCH)",54372,"10160-520-3005-1247-000","16th Street Heights",4
